version,ip_length,ttl,protocol,source_ip,destination_ip,source_port,destination_port,seq_num,ack_num,tcp_length,ns,cwr,ece,urg,ack,psh,rst,syn,fin,data_size,is_anomaly
4,5,64,6,127.0.0.1,127.0.0.1,45572,3000,4030603456,2385532552,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,192.168.11.24,192.168.11.21,44172,3000,3767039182,3365736251,8,0,0,0,0,1,1,0,0,0,118,normal
4,5,64,6,192.168.11.23,192.168.11.21,47070,3000,4046104500,3222464207,8,0,0,0,0,1,1,0,0,0,118,normal
4,5,64,6,192.168.11.22,192.168.11.21,58688,3000,735273926,2048392903,8,0,0,0,0,1,1,0,0,0,118,normal
4,5,64,6,127.0.0.1,127.0.0.1,3000,45572,2385532552,4030603456,8,0,0,0,0,1,1,0,0,0,3,normal
4,5,64,6,127.0.0.1,127.0.0.1,45572,3000,4030603456,2385532555,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,127.0.0.1,127.0.0.1,45572,3000,4030603456,2385532555,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,127.0.0.1,127.0.0.1,3000,45572,2385532555,4030603463,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,192.168.11.24,192.168.11.21,44172,3000,3767039300,3365736254,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,192.168.11.23,192.168.11.21,47070,3000,4046104618,3222464210,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,192.168.11.22,192.168.11.21,58688,3000,735274044,2048392906,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,192.168.11.25,192.168.11.21,48352,445,3256687258,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,192.168.11.25,192.168.11.21,59424,139,3534357896,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,192.168.11.25,192.168.11.21,48356,445,3143676983,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,192.168.11.25,192.168.11.21,59428,139,3761681547,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,192.168.11.25,192.168.11.21,48360,445,1735857028,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,192.168.11.25,192.168.11.21,59432,139,3333490154,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,127.0.0.1,127.0.0.1,3000,45572,2385532555,4030603463,8,0,0,0,0,1,1,0,0,0,3,normal
4,5,64,6,127.0.0.1,127.0.0.1,45572,3000,4030603463,2385532558,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,127.0.0.1,127.0.0.1,3000,45572,2385532558,4030603470,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,192.168.11.25,192.168.11.21,48364,445,952230418,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,192.168.11.25,192.168.11.21,59436,139,2266149503,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,192.168.11.25,192.168.11.21,48368,445,863395311,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,192.168.11.25,192.168.11.21,59440,139,1449225022,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,192.168.11.24,192.168.11.21,44172,3000,3767039307,3365736257,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,192.168.11.23,192.168.11.21,47070,3000,4046104625,3222464213,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,192.168.11.22,192.168.11.21,58688,3000,735274051,2048392909,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,127.0.0.1,127.0.0.1,3000,45572,2385532558,4030603470,8,0,0,0,0,1,1,0,0,0,486,normal
4,5,64,6,192.168.11.23,192.168.11.21,47070,3000,4046104632,3222464699,8,0,0,0,0,1,1,0,0,0,118,normal
4,5,64,6,192.168.11.24,192.168.11.21,44172,3000,3767039314,3365736743,8,0,0,0,0,1,1,0,0,0,118,normal
4,5,64,6,192.168.11.22,192.168.11.21,58688,3000,735274058,2048393395,8,0,0,0,0,1,1,0,0,0,118,normal
4,5,64,6,127.0.0.1,127.0.0.1,45572,3000,4030603470,2385533044,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,127.0.0.1,127.0.0.1,3000,45572,2385533044,4030603470,8,0,0,0,0,1,1,0,0,0,3,normal
4,5,64,6,127.0.0.1,127.0.0.1,45572,3000,4030603470,2385533047,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,127.0.0.1,127.0.0.1,45572,3000,4030603470,2385533047,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,127.0.0.1,127.0.0.1,3000,45572,2385533047,4030603477,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,192.168.11.24,192.168.11.21,44172,3000,3767039432,3365736746,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,192.168.11.23,192.168.11.21,47070,3000,4046104750,3222464702,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,192.168.11.22,192.168.11.21,58688,3000,735274176,2048393398,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,127.0.0.1,127.0.0.1,3000,45572,2385533047,4030603477,8,0,0,0,0,1,1,0,0,0,3,normal
4,5,64,6,127.0.0.1,127.0.0.1,45572,3000,4030603477,2385533050,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,127.0.0.1,127.0.0.1,45572,3000,4030603477,2385533050,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,127.0.0.1,127.0.0.1,3000,45572,2385533050,4030603484,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,192.168.11.24,192.168.11.21,44172,3000,3767039439,3365736749,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,192.168.11.23,192.168.11.21,47070,3000,4046104757,3222464705,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,192.168.11.22,192.168.11.21,58688,3000,735274183,2048393401,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,127.0.0.1,127.0.0.1,3000,45572,2385533050,4030603484,8,0,0,0,0,1,1,0,0,0,3,normal
4,5,64,6,127.0.0.1,127.0.0.1,45572,3000,4030603484,2385533053,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,127.0.0.1,127.0.0.1,45572,3000,4030603484,2385533053,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,127.0.0.1,127.0.0.1,3000,45572,2385533053,4030603491,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,192.168.11.24,192.168.11.21,44172,3000,3767039446,3365736752,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,192.168.11.23,192.168.11.21,47070,3000,4046104764,3222464708,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,192.168.11.22,192.168.11.21,58688,3000,735274190,2048393404,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,127.0.0.1,127.0.0.1,3000,45572,2385533053,4030603491,8,0,0,0,0,1,1,0,0,0,485,normal
4,5,64,6,192.168.11.23,192.168.11.21,47070,3000,4046104771,3222465193,8,0,0,0,0,1,1,0,0,0,118,normal
4,5,64,6,192.168.11.24,192.168.11.21,44172,3000,3767039453,3365737237,8,0,0,0,0,1,1,0,0,0,118,normal
4,5,64,6,192.168.11.22,192.168.11.21,58688,3000,735274197,2048393889,8,0,0,0,0,1,1,0,0,0,118,normal
4,5,64,6,127.0.0.1,127.0.0.1,45572,3000,4030603491,2385533538,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,127.0.0.1,127.0.0.1,3000,45572,2385533538,4030603491,8,0,0,0,0,1,1,0,0,0,3,normal
4,5,64,6,127.0.0.1,127.0.0.1,45572,3000,4030603491,2385533541,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,127.0.0.1,127.0.0.1,45572,3000,4030603491,2385533541,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,127.0.0.1,127.0.0.1,3000,45572,2385533541,4030603498,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,192.168.11.24,192.168.11.21,44172,3000,3767039571,3365737240,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,192.168.11.23,192.168.11.21,47070,3000,4046104889,3222465196,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,192.168.11.22,192.168.11.21,58688,3000,735274315,2048393892,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,127.0.0.1,127.0.0.1,3000,45572,2385533541,4030603498,8,0,0,0,0,1,1,0,0,0,3,normal
4,5,64,6,127.0.0.1,127.0.0.1,45572,3000,4030603498,2385533544,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,127.0.0.1,127.0.0.1,45572,3000,4030603498,2385533544,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,127.0.0.1,127.0.0.1,3000,45572,2385533544,4030603505,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,192.168.11.24,192.168.11.21,44172,3000,3767039578,3365737243,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,192.168.11.23,192.168.11.21,47070,3000,4046104896,3222465199,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,192.168.11.22,192.168.11.21,58688,3000,735274322,2048393895,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,127.0.0.1,127.0.0.1,3000,45572,2385533544,4030603505,8,0,0,0,0,1,1,0,0,0,484,normal
4,5,64,6,127.0.0.1,127.0.0.1,45572,3000,4030603505,2385534028,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,192.168.11.24,192.168.11.21,44172,3000,3767039585,3365737727,8,0,0,0,0,1,1,0,0,0,118,normal
4,5,64,6,192.168.11.22,192.168.11.21,58688,3000,735274329,2048394379,8,0,0,0,0,1,1,0,0,0,118,normal
4,5,64,6,192.168.11.23,192.168.11.21,47070,3000,4046104903,3222465683,8,0,0,0,0,1,1,0,0,0,118,normal
4,5,64,6,127.0.0.1,127.0.0.1,3000,45572,2385534028,4030603505,8,0,0,0,0,1,1,0,0,0,3,normal
4,5,64,6,127.0.0.1,127.0.0.1,45572,3000,4030603505,2385534031,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,127.0.0.1,127.0.0.1,45572,3000,4030603505,2385534031,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,127.0.0.1,127.0.0.1,3000,45572,2385534031,4030603512,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,192.168.11.24,192.168.11.21,44172,3000,3767039703,3365737730,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,192.168.11.23,192.168.11.21,47070,3000,4046105021,3222465686,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,192.168.11.22,192.168.11.21,58688,3000,735274447,2048394382,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,127.0.0.1,127.0.0.1,3000,45572,2385534031,4030603512,8,0,0,0,0,1,1,0,0,0,3,normal
4,5,64,6,127.0.0.1,127.0.0.1,45572,3000,4030603512,2385534034,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,127.0.0.1,127.0.0.1,3000,45572,2385534034,4030603519,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,192.168.11.24,192.168.11.21,44172,3000,3767039710,3365737733,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,192.168.11.23,192.168.11.21,47070,3000,4046105028,3222465689,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,192.168.11.22,192.168.11.21,58688,3000,735274454,2048394385,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,192.168.11.25,192.168.11.21,48372,445,1209400906,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,192.168.11.25,192.168.11.21,59444,139,3327916692,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,127.0.0.1,127.0.0.1,3000,45572,2385534034,4030603519,8,0,0,0,0,1,1,0,0,0,3,normal
4,5,64,6,127.0.0.1,127.0.0.1,45572,3000,4030603519,2385534037,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,127.0.0.1,127.0.0.1,3000,45572,2385534037,4030603526,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,192.168.11.25,192.168.11.21,48376,445,963824891,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,192.168.11.25,192.168.11.21,59448,139,3871853878,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,192.168.11.25,192.168.11.21,48380,445,4228540617,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,192.168.11.25,192.168.11.21,59452,139,3887909977,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,192.168.11.24,192.168.11.21,44172,3000,3767039717,3365737736,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,192.168.11.25,192.168.11.21,48384,445,1556073161,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,192.168.11.25,192.168.11.21,59456,139,2162549562,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,127.0.0.1,127.0.0.1,3000,45572,2385534037,4030603526,8,0,0,0,0,1,1,0,0,0,487,normal
4,5,64,6,192.168.11.24,192.168.11.21,44172,3000,3767039724,3365738223,8,0,0,0,0,1,1,0,0,0,118,normal
4,5,64,6,192.168.11.23,192.168.11.21,47070,3000,4046105035,3222466176,8,0,0,0,0,1,1,0,0,0,118,normal
4,5,64,6,192.168.11.22,192.168.11.21,58688,3000,735274461,2048394872,8,0,0,0,0,1,1,0,0,0,118,normal
4,5,64,6,127.0.0.1,127.0.0.1,45572,3000,4030603526,2385534524,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,192.168.11.23,192.168.11.21,47070,3000,4046105153,3222466179,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,192.168.11.22,192.168.11.21,58688,3000,735274579,2048394875,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,192.168.11.25,192.168.11.21,48388,445,4000728134,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,192.168.11.25,192.168.11.21,59460,139,2745803713,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,192.168.11.25,192.168.11.21,48392,445,3559383909,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,192.168.11.25,192.168.11.21,59464,139,475762897,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,192.168.11.25,192.168.11.21,48396,445,1771462126,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,192.168.11.25,192.168.11.21,59468,139,3005641225,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,192.168.11.25,192.168.11.21,48400,445,787555096,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,192.168.11.25,192.168.11.21,59472,139,758229150,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,192.168.11.25,192.168.11.21,48404,445,1051554979,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,192.168.11.25,192.168.11.21,59476,139,2950236711,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,192.168.11.25,192.168.11.21,48408,445,754474892,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,192.168.11.25,192.168.11.21,59480,139,3633956070,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,192.168.11.25,192.168.11.21,48412,445,4263178398,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,192.168.11.25,192.168.11.21,59484,139,2660425257,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,192.168.11.25,192.168.11.21,48416,445,3083455611,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,192.168.11.25,192.168.11.21,59488,139,2705985126,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,192.168.11.25,192.168.11.21,48420,445,25433209,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,192.168.11.25,192.168.11.21,59492,139,434484215,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,192.168.11.25,192.168.11.21,48424,445,1767950656,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,192.168.11.25,192.168.11.21,59496,139,1332553004,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,192.168.11.25,192.168.11.21,48428,445,1698296440,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,192.168.11.25,192.168.11.21,59500,139,3869183508,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,192.168.11.25,192.168.11.21,48432,445,443226674,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,192.168.11.25,192.168.11.21,59504,139,969655392,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,192.168.11.25,192.168.11.21,48436,445,2885183233,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,192.168.11.25,192.168.11.21,59508,139,3632519594,0,10,0,0,0,0,0,0,0,1,0,0,anomaly
4,5,64,6,127.0.0.1,127.0.0.1,3000,45572,2385534524,4030603526,8,0,0,0,0,1,1,0,0,0,3,normal
4,5,64,6,127.0.0.1,127.0.0.1,45572,3000,4030603526,2385534527,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,127.0.0.1,127.0.0.1,45572,3000,4030603526,2385534527,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,127.0.0.1,127.0.0.1,3000,45572,2385534527,4030603533,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,192.168.11.24,192.168.11.21,44172,3000,3767039842,3365738226,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,192.168.11.23,192.168.11.21,47070,3000,4046105160,3222466182,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,192.168.11.22,192.168.11.21,58688,3000,735274586,2048394878,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,127.0.0.1,127.0.0.1,3000,45572,2385534527,4030603533,8,0,0,0,0,1,1,0,0,0,3,normal
4,5,64,6,127.0.0.1,127.0.0.1,45572,3000,4030603533,2385534530,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,127.0.0.1,127.0.0.1,45572,3000,4030603533,2385534530,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,127.0.0.1,127.0.0.1,3000,45572,2385534530,4030603540,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,192.168.11.24,192.168.11.21,44172,3000,3767039849,3365738229,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,192.168.11.23,192.168.11.21,47070,3000,4046105167,3222466185,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,192.168.11.22,192.168.11.21,58688,3000,735274593,2048394881,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,127.0.0.1,127.0.0.1,3000,45572,2385534530,4030603540,8,0,0,0,0,1,1,0,0,0,484,normal
4,5,64,6,127.0.0.1,127.0.0.1,45572,3000,4030603540,2385535014,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,192.168.11.24,192.168.11.21,44172,3000,3767039856,3365738713,8,0,0,0,0,1,1,0,0,0,118,normal
4,5,64,6,192.168.11.23,192.168.11.21,47070,3000,4046105174,3222466669,8,0,0,0,0,1,1,0,0,0,118,normal
4,5,64,6,192.168.11.22,192.168.11.21,58688,3000,735274600,2048395365,8,0,0,0,0,1,1,0,0,0,118,normal
4,5,64,6,127.0.0.1,127.0.0.1,3000,45572,2385535014,4030603540,8,0,0,0,0,1,1,0,0,0,3,normal
4,5,64,6,127.0.0.1,127.0.0.1,45572,3000,4030603540,2385535017,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,127.0.0.1,127.0.0.1,45572,3000,4030603540,2385535017,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,127.0.0.1,127.0.0.1,3000,45572,2385535017,4030603547,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,192.168.11.1,192.168.11.21,45670,3000,521517656,0,10,0,0,0,0,0,0,0,1,0,0,normal
4,5,64,6,192.168.11.1,192.168.11.21,45670,3000,521517657,496443166,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,192.168.11.1,192.168.11.21,45670,3000,521517657,496443166,8,0,0,0,0,1,1,0,0,0,756,normal
4,5,64,6,192.168.11.1,192.168.11.21,45670,3000,521518413,496443448,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,192.168.11.1,192.168.11.21,45670,3000,521518413,496443448,8,0,0,0,0,1,1,0,0,0,682,normal
4,5,64,6,192.168.11.1,192.168.11.21,45670,3000,521519095,496443741,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,192.168.11.24,192.168.11.21,44172,3000,3767039974,3365738716,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,192.168.11.1,192.168.11.21,45670,3000,521519095,496443741,8,0,0,0,0,1,1,0,0,0,819,normal
4,5,64,6,192.168.11.1,192.168.11.21,45670,3000,521519914,496447935,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,192.168.11.23,192.168.11.21,47070,3000,4046105292,3222466672,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,192.168.11.22,192.168.11.21,58688,3000,735274718,2048395368,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,192.168.11.1,192.168.11.21,45670,3000,521519914,496447936,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,192.168.11.1,192.168.11.21,45670,3000,521519914,496447936,8,0,0,0,0,1,0,0,0,1,0,normal
4,5,64,6,192.168.11.1,192.168.11.21,45674,3000,1762287085,0,10,0,0,0,0,0,0,0,1,0,0,normal
4,5,64,6,192.168.11.1,192.168.11.21,45674,3000,1762287086,4093076187,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,192.168.11.1,192.168.11.21,45674,3000,1762287086,4093076187,8,0,0,0,0,1,1,0,0,0,844,normal
4,5,64,6,192.168.11.1,192.168.11.21,45674,3000,1762287930,4093076343,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,192.168.11.1,192.168.11.21,45674,3000,1762287930,4093076344,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,192.168.11.1,192.168.11.21,45674,3000,1762287930,4093076344,8,0,0,0,0,1,0,0,0,1,0,normal
4,5,64,6,192.168.11.1,192.168.11.21,45678,3000,3549960698,0,10,0,0,0,0,0,0,0,1,0,0,normal
4,5,64,6,192.168.11.1,192.168.11.21,45678,3000,3549960699,1851551334,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,192.168.11.1,192.168.11.21,45678,3000,3549960699,1851551334,8,0,0,0,0,1,1,0,0,0,844,normal
4,5,64,6,192.168.11.1,192.168.11.21,45678,3000,3549961543,1851551490,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,127.0.0.1,127.0.0.1,3000,45572,2385535017,4030603547,8,0,0,0,0,1,1,0,0,0,3,normal
4,5,64,6,127.0.0.1,127.0.0.1,45572,3000,4030603547,2385535020,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,127.0.0.1,127.0.0.1,3000,45572,2385535020,4030603554,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,192.168.11.1,192.168.11.21,45678,3000,3549961543,1851551490,8,0,0,0,0,1,1,0,0,0,844,normal
4,5,64,6,192.168.11.1,192.168.11.21,45678,3000,3549962387,1851551646,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,192.168.11.24,192.168.11.21,44172,3000,3767039981,3365738719,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,192.168.11.23,192.168.11.21,47070,3000,4046105299,3222466675,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,192.168.11.22,192.168.11.21,58688,3000,735274725,2048395371,8,0,0,0,0,1,1,0,0,0,7,normal
4,5,64,6,192.168.11.1,192.168.11.21,45678,3000,3549962387,1851551647,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,192.168.11.1,192.168.11.21,45678,3000,3549962387,1851551647,8,0,0,0,0,1,0,0,0,1,0,normal
4,5,64,6,192.168.11.1,192.168.11.21,45682,3000,3514064342,0,10,0,0,0,0,0,0,0,1,0,0,normal
4,5,64,6,192.168.11.1,192.168.11.21,45682,3000,3514064343,573863772,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,192.168.11.1,192.168.11.21,45682,3000,3514064343,573863772,8,0,0,0,0,1,1,0,0,0,844,normal
4,5,64,6,192.168.11.1,192.168.11.21,45682,3000,3514065187,573863928,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,192.168.11.1,192.168.11.21,45682,3000,3514065187,573863929,8,0,0,0,0,1,0,0,0,0,0,normal
4,5,64,6,127.0.0.1,127.0.0.1,3000,45572,2385535020,4030603554,8,0,0,0,0,1,1,0,0,0,481,normal
4,5,64,6,192.168.11.24,192.168.11.21,44172,3000,3767039988,3365739200,8,0,0,0,0,1,1,0,0,0,118,normal
4,5,64,6,192.168.11.23,192.168.11.21,47070,3000,4046105306,3222467156,8,0,0,0,0,1,1,0,0,0,118,normal
4,5,64,6,192.168.11.22,192.168.11.21,58688,3000,735274732,2048395852,8,0,0,0,0,1,1,0,0,0,118,normal
